Date        West     East     DMI(=West-East)
1956:6:16:0 -0.504042 0.0991754 -0.603218
1956:7:16:0 -0.555756 0.20509 -0.760846
1956:8:16:0 -0.379432 0.0834591 -0.462891
1956:9:16:0 -0.377904 0.0221988 -0.400103
1956:10:16:0 -0.234217 0.0448537 -0.279071
1956:11:16:0 -0.283162 -0.0478714 -0.23529
1956:12:16:0 -0.134421 -0.216373 0.0819515
1957:1:16:0 -0.144348 0.105226 -0.249574
1957:2:16:0 -0.187858 0.185998 -0.373857
1957:3:16:0 -0.0619583 -0.0339827 -0.0279756
1957:4:16:0 -0.0370132 0.0630324 -0.100046
1957:5:16:0 0.225576 0.331103 -0.105527
1957:6:16:0 -0.100001 0.1497 -0.249701
1957:7:16:0 -0.0915984 0.0774864 -0.169085
1957:8:16:0 0.0379511 -0.00549545 0.0434465
1957:9:16:0 -0.151187 -0.162417 0.0112292
1957:10:16:0 -0.137013 0.00211596 -0.139129
1957:11:16:0 0.0860889 0.298585 -0.212497
1957:12:16:0 0.00829357 0.0339793 -0.0256858
1958:1:16:0 0.24471 0.463041 -0.218331
1958:2:16:0 0.247105 0.303991 -0.0568866
1958:3:16:0 0.0445198 0.251589 -0.207069
1958:4:16:0 0.044703 0.188494 -0.143791
1958:5:16:0 -0.0414681 0.23336 -0.274828
1958:6:16:0 -0.23012 0.406535 -0.636655
1958:7:16:0 -0.0336235 0.712625 -0.746249
1958:8:16:0 -0.0574295 0.898349 -0.955778
1958:9:16:0 -0.153568 0.750919 -0.904487
1958:10:16:0 -0.0729369 0.504114 -0.577051
1958:11:16:0 -0.042629 0.354061 -0.39669
1958:12:16:0 0.109115 0.515297 -0.406183
1959:1:16:0 0.336682 0.178175 0.158507
1959:2:16:0 0.245763 0.591857 -0.346094
1959:3:16:0 0.0662659 0.417595 -0.351329
1959:4:16:0 0.0150393 0.173085 -0.158046
1959:5:16:0 -0.0639446 0.452092 -0.516037
1959:6:16:0 -0.237217 0.294168 -0.531385
1959:7:16:0 -0.288206 0.0581812 -0.346387
1959:8:16:0 -0.362014 0.242201 -0.604215
1959:9:16:0 -0.290215 0.152416 -0.44263
1959:10:16:0 -0.0632381 0.141704 -0.204942
1959:11:16:0 -0.0108595 0.294801 -0.305661
1959:12:16:0 0.0914696 0.216547 -0.125078
1960:1:16:0 -0.0115138 0.0335888 -0.0451026
1960:2:16:0 -0.00248968 -0.150912 0.148422
1960:3:16:0 0.0153518 0.271355 -0.256003
1960:4:16:0 -0.0106797 0.525975 -0.536655
1960:5:16:0 0.0119375 0.524147 -0.51221
1960:6:16:0 -0.138321 0.327178 -0.465499
1960:7:16:0 -0.180846 0.237935 -0.418781
1960:8:16:0 -0.25422 0.0277494 -0.28197
1960:9:16:0 -0.0447139 0.140823 -0.185537
1960:10:16:0 -0.246869 0.269768 -0.516636
1960:11:16:0 -0.296846 0.236498 -0.533344
1960:12:16:0 -0.0857093 0.314478 -0.400188
1961:1:16:0 -0.129265 -0.175711 0.0464453
1961:2:16:0 -0.0958972 -0.206008 0.110111
1961:3:16:0 -0.0435559 -0.0915736 0.0480177
1961:4:16:0 -0.00448419 0.398238 -0.402723
1961:5:16:0 -0.184362 0.032864 -0.217226
1961:6:16:0 -0.0451517 -0.253341 0.208189
1961:7:16:0 0.20359 -0.733711 0.937302
1961:8:16:0 0.19842 -0.872486 1.07091
1961:9:16:0 0.193332 -0.740503 0.933835
1961:10:16:0 0.250022 -0.57643 0.826452
1961:11:16:0 0.112052 -0.469782 0.581834
1961:12:16:0 0.21516 -0.312943 0.528103
1962:1:16:0 0.0984627 -0.593742 0.692204
1962:2:16:0 -0.00518359 -0.728975 0.723791
1962:3:16:0 0.162255 -0.358003 0.520258
1962:4:16:0 0.052168 -0.128238 0.180406
1962:5:16:0 -0.144632 0.0153233 -0.159955
1962:6:16:0 -0.250423 -0.00413019 -0.246293
1962:7:16:0 -0.172015 -0.0240594 -0.147956
1962:8:16:0 0.0368643 0.033408 0.00345639
1962:9:16:0 0.0340419 -0.17125 0.205292
1962:10:16:0 0.00952433 -0.0488906 0.0584149
1962:11:16:0 0.0493242 -0.0156122 0.0649364
1962:12:16:0 0.141141 -0.0241488 0.165289
1963:1:16:0 0.0472897 -0.467111 0.514401
1963:2:16:0 -0.0064912 -0.58559 0.579099
1963:3:16:0 -0.0899881 -0.461001 0.371013
1963:4:16:0 -0.093938 -0.233843 0.139905
1963:5:16:0 -0.214916 -0.10671 -0.108206
1963:6:16:0 -0.162692 -0.122138 -0.0405539
1963:7:16:0 0.0725573 -0.449665 0.522222
1963:8:16:0 0.0726082 -0.694191 0.766799
1963:9:16:0 -0.0106694 -0.476499 0.46583
1963:10:16:0 0.285524 -0.51871 0.804234
1963:11:16:0 0.350676 -0.23023 0.580906
1963:12:16:0 0.220542 0.0556753 0.164866
1964:1:16:0 0.314171 0.591559 -0.277388
1964:2:16:0 0.183818 0.690304 -0.506487
1964:3:16:0 0.183922 0.328695 -0.144773
1964:4:16:0 0.155614 0.187355 -0.0317413
1964:5:16:0 -0.259624 0.0444495 -0.304073
1964:6:16:0 -0.126637 0.00611216 -0.132749
1964:7:16:0 -0.467978 0.040505 -0.508483
1964:8:16:0 -0.537663 -0.162418 -0.375245
1964:9:16:0 -0.499724 0.081965 -0.581689
1964:10:16:0 -0.428508 0.209045 -0.637552
1964:11:16:0 -0.423708 -0.415968 -0.00773922
1964:12:16:0 -0.354506 -0.409402 0.054896
1965:1:16:0 -0.388592 -0.243253 -0.145339
1965:2:16:0 -0.273525 -0.00796858 -0.265557
1965:3:16:0 -0.398549 -0.380575 -0.0179735
1965:4:16:0 -0.28196 -0.194545 -0.0874149
1965:5:16:0 -0.45737 -0.138864 -0.318506
1965:6:16:0 -0.432162 -0.161143 -0.271019
1965:7:16:0 -0.354903 -0.195926 -0.158977
1965:8:16:0 -0.179063 -0.231594 0.0525315
1965:9:16:0 0.00164622 -0.188592 0.190238
1965:10:16:0 0.0261446 -0.365357 0.391502
1965:11:16:0 -0.020801 -0.0575373 0.0367363
1965:12:16:0 -0.0107615 0.0547351 -0.0654967
1966:1:16:0 0.00818879 0.0581644 -0.0499756
1966:2:16:0 0.329352 0.310408 0.0189443
1966:3:16:0 0.060722 0.238531 -0.177809
1966:4:16:0 -0.106821 0.12987 -0.236691
1966:5:16:0 -0.22748 -0.0206106 -0.206869
1966:6:16:0 -0.028564 -0.12022 0.0916559
1966:7:16:0 0.0419479 -0.265121 0.307069
1966:8:16:0 -0.0135113 -0.434833 0.421321
1966:9:16:0 0.180695 -0.308766 0.489461
1966:10:16:0 0.0132396 -0.0642264 0.0774659
1966:11:16:0 -0.0213883 0.070389 -0.0917773
1966:12:16:0 -0.145223 -0.134363 -0.0108596
1967:1:16:0 -0.456684 -0.409578 -0.0471063
1967:2:16:0 -0.443504 -0.560097 0.116593
1967:3:16:0 -0.087495 -0.502207 0.414712
1967:4:16:0 -0.128712 -0.0543699 -0.0743422
1967:5:16:0 0.0230408 -0.0190115 0.0420523
1967:6:16:0 -0.00244674 -0.245552 0.243106
1967:7:16:0 -0.251366 -0.689028 0.437662
1967:8:16:0 -0.160824 -0.571019 0.410195
1967:9:16:0 -0.0984602 -0.618846 0.520386
1967:10:16:0 0.183582 -0.34253 0.526111
1967:11:16:0 0.13279 -0.149249 0.282038
1967:12:16:0 0.0314812 -0.243715 0.275196
1968:1:16:0 -0.0916906 -0.480385 0.388694
1968:2:16:0 0.0127659 -0.49818 0.510945
1968:3:16:0 -0.0674583 -0.387755 0.320297
1968:4:16:0 0.02595 -0.23414 0.26009
1968:5:16:0 0.0284827 -0.0574299 0.0859126
1968:6:16:0 0.275474 -0.00956018 0.285034
1968:7:16:0 -0.0625432 0.14936 -0.211903
1968:8:16:0 0.0413237 0.199875 -0.158552
1968:9:16:0 0.0446101 0.384926 -0.340316
1968:10:16:0 0.0410771 0.188546 -0.147469
1968:11:16:0 0.0289025 0.209115 -0.180212
1968:12:16:0 0.193912 0.179446 0.0144668
1969:1:16:0 0.393732 0.371112 0.0226206
1969:2:16:0 0.384767 0.36576 0.0190076
1969:3:16:0 0.557339 0.3277 0.22964
1969:4:16:0 0.480606 0.329977 0.150628
1969:5:16:0 0.379573 0.322198 0.0573758
1969:6:16:0 -0.0779595 0.328972 -0.406932
1969:7:16:0 0.0339098 0.124625 -0.0907152
1969:8:16:0 0.0011915 0.0521276 -0.0509361
1969:9:16:0 0.175292 0.0390501 0.136242
1969:10:16:0 0.377416 0.199898 0.177518
1969:11:16:0 0.334478 0.0763923 0.258085
1969:12:16:0 0.387387 0.248461 0.138925
1970:1:16:0 0.640857 0.158684 0.482173
1970:2:16:0 0.422477 -0.0826174 0.505094
1970:3:16:0 0.440857 0.209926 0.230931
1970:4:16:0 0.370181 -0.0425332 0.412714
1970:5:16:0 0.314022 -0.0787521 0.392774
1970:6:16:0 0.0314452 0.210924 -0.179479
1970:7:16:0 -0.00166577 0.258047 -0.259713
1970:8:16:0 0.000560705 0.056514 -0.0559533
1970:9:16:0 0.0371548 0.248487 -0.211332
1970:10:16:0 -0.12149 0.13424 -0.25573
1970:11:16:0 -0.0476509 -0.0135374 -0.0341135
1970:12:16:0 -0.194421 -0.188696 -0.00572413
1971:1:16:0 -0.204127 -0.582155 0.378029
1971:2:16:0 -0.530811 -0.722036 0.191225
1971:3:16:0 -0.456772 -0.828866 0.372094
1971:4:16:0 -0.0415612 -0.483283 0.441722
1971:5:16:0 -0.124318 -0.271899 0.147581
1971:6:16:0 -0.160547 -0.138216 -0.0223304
1971:7:16:0 -0.159974 -0.121893 -0.0380808
1971:8:16:0 -0.156293 0.0834202 -0.239713
1971:9:16:0 -0.233553 0.117012 -0.350565
1971:10:16:0 -0.222164 0.0204265 -0.242591
1971:11:16:0 0.0089653 -0.27745 0.286415
1971:12:16:0 0.0142553 -0.428609 0.442865
1972:1:16:0 0.117368 -0.212164 0.329532
1972:2:16:0 -0.0716091 -0.0364704 -0.0351386
1972:3:16:0 -0.214495 -0.40887 0.194375
1972:4:16:0 0.106812 -0.214266 0.321078
1972:5:16:0 0.277031 -0.0916392 0.36867
1972:6:16:0 0.648311 -0.293397 0.941709
1972:7:16:0 0.647308 -0.366975 1.01428
1972:8:16:0 0.608822 -0.200794 0.809616
1972:9:16:0 0.685471 -0.0629492 0.74842
1972:10:16:0 0.745883 0.0483888 0.697494
1972:11:16:0 0.803864 -0.121306 0.92517
1972:12:16:0 0.738925 0.0453211 0.693604
1973:1:16:0 0.72657 0.503735 0.222835
1973:2:16:0 0.406179 0.3013 0.104879
1973:3:16:0 0.409487 0.248074 0.161413
1973:4:16:0 0.530088 0.448173 0.0819147
1973:5:16:0 0.552959 0.253738 0.299221
1973:6:16:0 0.310496 0.325749 -0.0152538
1973:7:16:0 0.369327 0.550958 -0.18163
1973:8:16:0 0.223068 0.522039 -0.298972
1973:9:16:0 0.254235 0.628623 -0.374388
1973:10:16:0 0.23534 0.283143 -0.0478025
1973:11:16:0 0.103937 -0.0217522 0.125689
1973:12:16:0 -0.0930981 -0.380384 0.287286
1974:1:16:0 -0.175329 -0.643504 0.468175
1974:2:16:0 -0.251211 -0.592017 0.340806
1974:3:16:0 -0.175279 -0.593486 0.418207
1974:4:16:0 -0.206022 -0.350676 0.144655
1974:5:16:0 -0.204439 -0.180739 -0.0237008
1974:6:16:0 0.0694978 -0.112572 0.18207
1974:7:16:0 0.185915 0.120027 0.0658876
1974:8:16:0 0.00291145 0.201525 -0.198614
1974:9:16:0 -0.0327419 0.233063 -0.265805
1974:10:16:0 -0.197575 0.254769 -0.452344
1974:11:16:0 -0.331407 -0.062404 -0.269003
1974:12:16:0 -0.0632296 0.0605027 -0.123732
1975:1:16:0 -0.193433 -0.016012 -0.177421
1975:2:16:0 -0.230301 -0.162837 -0.0674641
1975:3:16:0 -0.467485 -0.177446 -0.290039
1975:4:16:0 -0.106939 -0.39131 0.284371
1975:5:16:0 0.105244 -0.177788 0.283032
1975:6:16:0 0.184031 -0.0794358 0.263466
1975:7:16:0 0.406618 0.139837 0.26678
1975:8:16:0 0.104284 0.153657 -0.0493738
1975:9:16:0 -0.0151824 0.447457 -0.462639
1975:10:16:0 -0.496613 0.16772 -0.664333
1975:11:16:0 -0.329688 -0.269884 -0.0598032
1975:12:16:0 -0.411818 -0.471149 0.0593304
1976:1:16:0 -0.329384 -0.52439 0.195006
1976:2:16:0 -0.149013 -0.408545 0.259532
1976:3:16:0 -0.247011 -0.430806 0.183795
1976:4:16:0 -0.149045 -0.467957 0.318913
1976:5:16:0 -0.0907184 -0.303092 0.212373
1976:6:16:0 0.190141 -0.382139 0.57228
1976:7:16:0 0.224506 -0.660024 0.88453
1976:8:16:0 0.0433363 -0.350546 0.393883
1976:9:16:0 -0.0381485 -0.206053 0.167905
1976:10:16:0 -0.0469985 -0.191358 0.14436
1976:11:16:0 -0.0364807 -0.12188 0.0853991
1976:12:16:0 0.020272 -0.235629 0.255901
1977:1:16:0 0.0905888 -0.0890728 0.179662
1977:2:16:0 -0.225153 -0.148734 -0.0764196
1977:3:16:0 -0.0428334 -0.38037 0.337537
1977:4:16:0 0.163587 -0.00668665 0.170273
1977:5:16:0 0.101504 0.229358 -0.127854
1977:6:16:0 0.344548 0.236984 0.107564
1977:7:16:0 0.136068 0.00238517 0.133683
1977:8:16:0 0.0813906 0.0560196 0.025371
1977:9:16:0 0.109115 -0.0115948 0.12071
1977:10:16:0 0.388455 -0.220984 0.609439
1977:11:16:0 0.428662 0.302764 0.125897
1977:12:16:0 0.441935 0.249164 0.192771
1978:1:16:0 0.233999 0.685148 -0.451149
1978:2:16:0 0.176898 0.52722 -0.350322
1978:3:16:0 0.135691 0.55352 -0.417829
1978:4:16:0 -0.00336154 0.0203796 -0.0237411
1978:5:16:0 -0.336558 -0.0116625 -0.324896
1978:6:16:0 -0.233031 -0.255617 0.0225861
1978:7:16:0 0.0541018 -0.14231 0.196411
1978:8:16:0 0.0654428 -0.0190184 0.0844612
1978:9:16:0 -0.0134722 -0.145773 0.132301
1978:10:16:0 -0.053767 0.0613636 -0.115131
1978:11:16:0 0.015232 0.197759 -0.182527
1978:12:16:0 0.0050711 0.0341915 -0.0291204
1979:1:16:0 0.508873 0.0144511 0.494422
1979:2:16:0 0.399757 0.374704 0.0250531
1979:3:16:0 0.31071 0.180854 0.129856
1979:4:16:0 0.153866 0.167881 -0.0140148
1979:5:16:0 0.188018 0.419947 -0.23193
1979:6:16:0 0.351603 0.0447664 0.306836
1979:7:16:0 0.0402851 0.0474688 -0.00718368
1979:8:16:0 -0.0950933 -0.161071 0.0659775
1979:9:16:0 0.0970028 -0.0129322 0.109935
1979:10:16:0 0.120312 0.0504493 0.0698622
1979:11:16:0 0.110724 0.0908743 0.0198501
1979:12:16:0 0.202565 0.0762221 0.126343
1980:1:16:0 0.123743 0.0987096 0.0250331
1980:2:16:0 0.0783316 0.0989738 -0.0206422
1980:3:16:0 -0.0848075 0.166034 -0.250841
1980:4:16:0 0.136222 0.0321917 0.104031
1980:5:16:0 0.410483 0.25974 0.150743
1980:6:16:0 -0.0359936 0.132849 -0.168843
1980:7:16:0 0.103474 0.440472 -0.336998
1980:8:16:0 0.107577 0.618171 -0.510594
1980:9:16:0 0.19121 0.534832 -0.343622
1980:10:16:0 0.277712 0.552697 -0.274985
1980:11:16:0 0.288215 0.444806 -0.156591
1980:12:16:0 0.216722 0.480984 -0.264262
1981:1:16:0 0.127949 0.147642 -0.0196932
1981:2:16:0 0.177943 0.0297083 0.148235
1981:3:16:0 0.386159 0.200406 0.185753
1981:4:16:0 0.156573 -0.124491 0.281065
1981:5:16:0 0.136103 -0.0551061 0.191209
1981:6:16:0 -0.0191124 0.0105589 -0.0296714
1981:7:16:0 0.0680655 0.31254 -0.244474
1981:8:16:0 -0.00465843 0.315714 -0.320372
1981:9:16:0 -0.00556903 0.350827 -0.356396
1981:10:16:0 0.141747 0.362846 -0.221099
1981:11:16:0 0.0121878 0.0698611 -0.0576733
1981:12:16:0 0.219602 0.00908261 0.210519
1982:1:16:0 0.159393 -0.168008 0.327401
1982:2:16:0 0.0986626 -0.25147 0.350132
1982:3:16:0 0.149917 -0.0680326 0.21795
1982:4:16:0 0.209542 -0.103152 0.312694
1982:5:16:0 0.332556 -0.103989 0.436544
1982:6:16:0 0.245855 -0.217058 0.462914
1982:7:16:0 0.328473 -0.248145 0.576618
1982:8:16:0 0.317251 -0.233007 0.550259
1982:9:16:0 0.48838 -0.337998 0.826377
1982:10:16:0 0.634884 -0.361962 0.996846
1982:11:16:0 0.517921 -0.0284167 0.546338
1982:12:16:0 0.553546 0.489849 0.0636966
1983:1:16:0 0.539051 0.83629 -0.297238
1983:2:16:0 0.596416 1.00107 -0.404655
1983:3:16:0 0.550998 1.13253 -0.58153
1983:4:16:0 0.699633 1.05185 -0.352216
1983:5:16:0 0.758874 0.599699 0.159175
1983:6:16:0 1.10593 0.524746 0.581189
1983:7:16:0 1.11735 0.283169 0.83418
1983:8:16:0 0.886006 0.241343 0.644662
1983:9:16:0 0.61816 0.297341 0.320819
1983:10:16:0 0.377188 0.28129 0.0958984
1983:11:16:0 0.496402 0.56175 -0.0653484
1983:12:16:0 0.375045 0.24411 0.130935
1984:1:16:0 0.0386931 0.0767389 -0.0380458
1984:2:16:0 -0.240914 -0.274333 0.0334183
1984:3:16:0 -0.0619681 -0.111245 0.0492771
1984:4:16:0 0.0882991 -0.164262 0.252561
1984:5:16:0 -0.180764 -0.100321 -0.0804431
1984:6:16:0 -0.175453 -0.0345299 -0.140923
1984:7:16:0 -0.0122071 0.034069 -0.0462761
1984:8:16:0 -0.0380755 0.153051 -0.191126
1984:9:16:0 0.043158 0.25212 -0.208962
1984:10:16:0 -0.0289985 0.236307 -0.265305
1984:11:16:0 0.0573736 0.200125 -0.142751
1984:12:16:0 0.040813 0.0872004 -0.0463875
1985:1:16:0 0.017915 0.295926 -0.278011
1985:2:16:0 -0.133557 0.31223 -0.445787
1985:3:16:0 -0.140467 0.229945 -0.370412
1985:4:16:0 0.147503 0.153654 -0.00615075
1985:5:16:0 0.00261204 0.0101757 -0.00756362
1985:6:16:0 -0.334695 0.0784399 -0.413135
1985:7:16:0 0.0518481 0.139619 -0.0877704
1985:8:16:0 -0.011008 0.143972 -0.15498
1985:9:16:0 0.162769 0.0118162 0.150953
1985:10:16:0 0.0822245 0.198776 -0.116552
1985:11:16:0 0.219594 -0.123386 0.34298
1985:12:16:0 0.230207 0.42128 -0.191073
1986:1:16:0 0.0798897 0.00697604 0.0729137
1986:2:16:0 0.172781 0.128826 0.0439555
1986:3:16:0 0.0380502 0.0718645 -0.0338144
1986:4:16:0 0.0767435 0.164711 -0.0879674
1986:5:16:0 0.332104 0.271462 0.0606422
1986:6:16:0 0.29255 0.362626 -0.070076
1986:7:16:0 0.197669 0.437057 -0.239389
1986:8:16:0 0.169832 0.278004 -0.108172
1986:9:16:0 0.343554 0.108086 0.235468
1986:10:16:0 0.414889 0.0901932 0.324695
1986:11:16:0 0.492557 0.472768 0.0197895
1986:12:16:0 0.451969 0.503561 -0.0515915
1987:1:16:0 0.464529 0.367919 0.0966099
1987:2:16:0 0.468351 0.246195 0.222156
1987:3:16:0 0.546202 0.522253 0.0239483
1987:4:16:0 0.526274 0.485145 0.0411284
1987:5:16:0 0.91254 0.529022 0.383518
1987:6:16:0 0.675719 0.360902 0.314817
1987:7:16:0 0.788949 0.278337 0.510612
1987:8:16:0 0.892662 0.304826 0.587836
1987:9:16:0 0.944533 0.171575 0.772957
1987:10:16:0 0.841344 0.214652 0.626692
1987:11:16:0 0.760039 0.545031 0.215008
1987:12:16:0 0.729267 0.35189 0.377377
1988:1:16:0 0.933968 0.401836 0.532133
1988:2:16:0 0.813559 0.784108 0.0294511
1988:3:16:0 0.711322 0.85701 -0.145688
1988:4:16:0 0.574891 0.504479 0.0704124
1988:5:16:0 0.299031 0.589386 -0.290355
1988:6:16:0 0.368066 0.422676 -0.0546096
1988:7:16:0 0.539767 0.374437 0.16533
1988:8:16:0 0.590577 0.579489 0.0110877
1988:9:16:0 0.496365 0.505182 -0.00881696
1988:10:16:0 0.417222 0.552146 -0.134923
1988:11:16:0 0.36612 0.272185 0.0939349
1988:12:16:0 0.473631 0.0825986 0.391032
1989:1:16:0 0.10392 0.194038 -0.0901182
1989:2:16:0 0.1186 -0.0218549 0.140455
1989:3:16:0 -0.0569648 0.091974 -0.148939
1989:4:16:0 -0.116321 0.161653 -0.277975
1989:5:16:0 -0.0143561 0.358757 -0.373113
1989:6:16:0 -0.0930153 0.470117 -0.563133
1989:7:16:0 0.245628 0.37341 -0.127781
1989:8:16:0 0.291999 0.303132 -0.011133
1989:9:16:0 0.46649 0.298095 0.168395
1989:10:16:0 0.431941 0.459527 -0.027586
1989:11:16:0 0.496219 0.566725 -0.070506
1989:12:16:0 0.430996 0.372616 0.05838
1990:1:16:0 0.46636 0.390658 0.0757015
1990:2:16:0 0.706529 0.816691 -0.110162
1990:3:16:0 0.517454 0.494511 0.022943
1990:4:16:0 0.371971 0.560793 -0.188822
1990:5:16:0 0.340198 0.472992 -0.132795
1990:6:16:0 0.0961051 0.454396 -0.358291
1990:7:16:0 0.460505 0.401392 0.0591128
1990:8:16:0 0.443244 0.534904 -0.0916602
1990:9:16:0 0.409466 0.205046 0.204421
1990:10:16:0 0.450631 0.414936 0.0356948
1990:11:16:0 0.498363 0.324914 0.173449
1990:12:16:0 0.703898 0.474822 0.229076
1991:1:16:0 0.64567 0.4057 0.239971
1991:2:16:0 0.45306 0.379032 0.0740277
1991:3:16:0 0.492991 0.370615 0.122376
1991:4:16:0 0.715603 0.239611 0.475992
1991:5:16:0 0.789211 0.201201 0.58801
1991:6:16:0 0.710015 0.246831 0.463184
1991:7:16:0 0.595309 0.0269686 0.568341
1991:8:16:0 0.299264 -0.0464922 0.345756
1991:9:16:0 0.488893 0.0115239 0.477369
1991:10:16:0 0.450679 0.11436 0.336319
1991:11:16:0 0.394997 0.0973563 0.297641
1991:12:16:0 0.466378 0.172844 0.293533
1992:1:16:0 0.400347 0.546112 -0.145765
1992:2:16:0 0.326843 0.542174 -0.215331
1992:3:16:0 0.185648 0.6962 -0.510553
1992:4:16:0 0.233987 0.592231 -0.358245
1992:5:16:0 0.40327 0.734889 -0.331619
1992:6:16:0 0.39173 1.03909 -0.647357
1992:7:16:0 0.582276 0.748319 -0.166043
1992:8:16:0 0.245632 0.713333 -0.467701
1992:9:16:0 0.214537 0.658401 -0.443865
1992:10:16:0 0.172682 0.419938 -0.247256
1992:11:16:0 0.268701 0.398733 -0.130033
1992:12:16:0 0.301861 0.392018 -0.0901572
1993:1:16:0 0.37918 0.399414 -0.0202338
1993:2:16:0 0.380034 0.171213 0.208822
1993:3:16:0 0.143053 0.279089 -0.136037
1993:4:16:0 0.22669 0.217811 0.00887905
1993:5:16:0 0.497472 0.30941 0.188062
1993:6:16:0 0.445664 0.345323 0.100341
1993:7:16:0 0.387696 0.235972 0.151724
1993:8:16:0 0.333744 0.346588 -0.0128441
1993:9:16:0 0.36801 0.155892 0.212118
1993:10:16:0 0.262369 0.044605 0.217764
1993:11:16:0 0.441788 0.329542 0.112246
1993:12:16:0 0.312604 0.29632 0.0162842
1994:1:16:0 0.44633 0.243111 0.203219
1994:2:16:0 0.215746 0.180935 0.0348112
1994:3:16:0 0.201854 -0.154655 0.356508
1994:4:16:0 0.34549 -0.187075 0.532565
1994:5:16:0 0.507188 -0.24058 0.747768
1994:6:16:0 0.253778 -0.377734 0.631512
1994:7:16:0 0.350282 -0.502041 0.852323
1994:8:16:0 0.372581 -0.720276 1.09286
1994:9:16:0 0.218813 -0.690951 0.909765
1994:10:16:0 0.619615 -0.450873 1.07049
1994:11:16:0 0.479501 -0.0717284 0.55123
1994:12:16:0 0.525911 0.0379489 0.487962
1995:1:16:0 0.434979 0.118967 0.316012
1995:2:16:0 0.531178 0.197032 0.334146
1995:3:16:0 0.325925 0.213443 0.112482
1995:4:16:0 0.372154 0.395713 -0.0235596
1995:5:16:0 0.49855 0.534002 -0.0354517
1995:6:16:0 0.537717 0.405881 0.131836
1995:7:16:0 0.631903 0.491329 0.140574
1995:8:16:0 0.519765 0.362851 0.156914
1995:9:16:0 0.445539 0.234911 0.210628
1995:10:16:0 0.4635 0.445898 0.0176016
1995:11:16:0 0.463696 0.485701 -0.0220048
1995:12:16:0 0.469342 0.151964 0.317377
1996:1:16:0 0.505302 0.344848 0.160454
1996:2:16:0 0.463064 0.310674 0.15239
1996:3:16:0 0.357366 0.270669 0.0866966
1996:4:16:0 0.239887 0.405838 -0.165951
1996:5:16:0 0.168994 0.216092 -0.0470981
1996:6:16:0 0.193005 0.375195 -0.18219
1996:7:16:0 0.200013 0.530375 -0.330362
1996:8:16:0 0.100957 0.479209 -0.378252
1996:9:16:0 0.0739369 0.394622 -0.320685
1996:10:16:0 -0.0903397 0.631914 -0.722254
1996:11:16:0 0.0671064 0.589726 -0.52262
1996:12:16:0 0.146523 0.333037 -0.186513
1997:1:16:0 0.117831 0.0389052 0.078926
1997:2:16:0 0.0298499 -0.224646 0.254495
1997:3:16:0 0.323273 0.118138 0.205135
1997:4:16:0 0.386245 0.140611 0.245633
1997:5:16:0 0.357778 0.114545 0.243234
1997:6:16:0 0.491622 0.197904 0.293718
1997:7:16:0 0.556078 -0.201299 0.757377
1997:8:16:0 0.681014 -0.248587 0.929601
1997:9:16:0 0.795841 -0.353585 1.14943
1997:10:16:0 0.851649 -0.395119 1.24677
1997:11:16:0 1.02866 -0.504307 1.53297
1997:12:16:0 1.04736 -0.0372494 1.08461
1998:1:16:0 1.21718 0.520797 0.696386
1998:2:16:0 1.31255 0.71027 0.602277
1998:3:16:0 1.14561 1.02882 0.116788
1998:4:16:0 1.09835 0.849265 0.249089
1998:5:16:0 1.11967 0.761176 0.358492
1998:6:16:0 1.12049 0.759136 0.361351
1998:7:16:0 0.856022 0.917815 -0.0617931
1998:8:16:0 0.757119 1.02024 -0.263121
1998:9:16:0 0.644967 0.738259 -0.0932918
1998:10:16:0 0.518886 0.867773 -0.348887
1998:11:16:0 0.366901 0.74218 -0.375279
1998:12:16:0 0.338636 0.442102 -0.103467
1999:1:16:0 0.307219 0.245001 0.0622188
1999:2:16:0 0.256358 0.103894 0.152464
1999:3:16:0 0.445504 0.169724 0.27578
1999:4:16:0 0.334161 0.139243 0.194918
1999:5:16:0 0.146103 0.111759 0.0343437
1999:6:16:0 0.30842 0.235622 0.0727977
1999:7:16:0 0.471929 0.0531976 0.418731
1999:8:16:0 0.409668 0.0929531 0.316715
1999:9:16:0 0.493001 0.155285 0.337716
1999:10:16:0 0.269118 0.079371 0.189747
1999:11:16:0 0.376096 0.219443 0.156653
1999:12:16:0 0.301688 0.219836 0.0818522
2000:1:16:0 0.252007 0.190143 0.0618644
2000:2:16:0 0.141139 -0.0326627 0.173801
2000:3:16:0 0.263963 -0.0456923 0.309656
2000:4:16:0 0.316789 -0.0279401 0.344729
2000:5:16:0 0.325979 -0.00633469 0.332314
2000:6:16:0 0.120114 -0.071664 0.191777
2000:7:16:0 0.291139 -0.10095 0.392088
2000:8:16:0 0.478918 0.0432733 0.435645
2000:9:16:0 0.515622 0.216151 0.299471
2000:10:16:0 0.504062 0.269603 0.234458
2000:11:16:0 0.429442 0.465005 -0.035563
2000:12:16:0 0.285561 0.302183 -0.016622
2001:1:16:0 0.0695588 0.314908 -0.245349
2001:2:16:0 0.186945 0.0242219 0.162723
2001:3:16:0 0.413387 0.263453 0.149934
2001:4:16:0 0.460663 0.126774 0.33389
2001:5:16:0 0.608697 0.256054 0.352643
2001:6:16:0 0.667035 0.330471 0.336564
2001:7:16:0 0.478484 0.305774 0.172711
2001:8:16:0 0.395413 0.39409 0.00132343
